method_name,condition_name,n_seeds,n_failed,n_gross_error,failure_rate,gross_error_rate,unusable_rate,convergence_rate,displacement_rmse_mean_m,displacement_rmse_median_m,displacement_rmse_std_m,displacement_rmse_p05_m,displacement_rmse_p95_m,peak_absolute_error_mean_m,phase_rmse_mean_rad,runtime_s_mean
kasa,"grid:n_x_noise:samples_per_fit=1000,noise_std=0.02",50,0,0,0.0,0.0,0.0,,3.724277328505554e-09,3.7252095254578855e-09,2.8152246361004737e-11,3.6784244195321384e-09,3.76372607156106e-09,8.544096043476586e-09,0.07395804232088539,4.0496079927834215e-05
koning_wimmer_witkovsky,"grid:n_x_noise:samples_per_fit=1000,noise_std=0.02",50,0,0,0.0,0.0,0.0,1.0,9.725834389372594e-10,9.747443358013538e-10,2.3819700798596607e-11,9.450366867833812e-10,1.0104036657875264e-09,3.3170122511467687e-09,0.019313912685008795,0.02387666091999563
raw_atan2,"grid:n_x_noise:samples_per_fit=1000,noise_std=0.02",50,0,0,0.0,0.0,0.0,,3.841166687981917e-09,3.838466757262505e-09,2.9281271185614604e-11,3.798231624867576e-09,3.8857462784654945e-09,8.889395084956656e-09,0.07627927337659815,1.1450580132077448e-05
taubin,"grid:n_x_noise:samples_per_fit=1000,noise_std=0.02",50,0,0,0.0,0.0,0.0,,3.7243067232989954e-09,3.7252494522262246e-09,2.8147846037528255e-11,3.6784788551939208e-09,3.763758034436607e-09,8.544244023431924e-09,0.07395862605329456,9.739119990626932e-05
fitzgibbon,"grid:n_x_noise:samples_per_fit=1000,noise_std=0.03",50,0,0,0.0,0.0,0.0,,1.457328347793985e-09,1.4642169700481432e-09,3.599510162144571e-11,1.3856609006893022e-09,1.511097366655921e-09,5.066719657110082e-09,0.02894015190453688,0.00013988332002554671
halir_flusser,"grid:n_x_noise:samples_per_fit=1000,noise_std=0.03",50,0,0,0.0,0.0,0.0,,1.4573283477939842e-09,1.464216970048129e-09,3.5995101621445195e-11,1.3856609006893006e-09,1.5110973666559178e-09,5.066719657110118e-09,0.028940151904536866,0.00011023666003893595
heydemann,"grid:n_x_noise:samples_per_fit=1000,noise_std=0.03",50,0,0,0.0,0.0,0.0,,1.4514241171492867e-09,1.4516765384290173e-09,3.635027471572622e-11,1.3792744458635844e-09,1.5069490812120223e-09,5.033341407599868e-09,0.028822903563079972,5.161159995623166e-05
kasa,"grid:n_x_noise:samples_per_fit=1000,noise_std=0.03",50,0,0,0.0,0.0,0.0,,3.879730292921866e-09,3.87669604519937e-09,4.25279877719321e-11,3.819188921183764e-09,3.952258561647633e-09,9.976092870365976e-09,0.07704508335115746,4.3069559960713374e-05
koning_wimmer_witkovsky,"grid:n_x_noise:samples_per_fit=1000,noise_std=0.03",50,0,0,0.0,0.0,0.0,1.0,1.465222780234166e-09,1.4657588705712934e-09,3.9599620050459224e-11,1.3864947650403239e-09,1.5193265016002738e-09,5.084374905339172e-09,0.029096922390999168,0.028533779040026276
raw_atan2,"grid:n_x_noise:samples_per_fit=1000,noise_std=0.03",50,0,0,0.0,0.0,0.0,,3.988727323316832e-09,3.987113540891236e-09,4.127155511356232e-11,3.930609631986103e-09,4.060463947848644e-09,1.0237561261791675e-08,0.07920958568966524,1.1580699974729213e-05
taubin,"grid:n_x_noise:samples_per_fit=1000,noise_std=0.03",50,0,0,0.0,0.0,0.0,,3.879801713112258e-09,3.876699189722318e-09,4.253185419295974e-11,3.8192158676341575e-09,3.952335537683474e-09,9.976818537300802e-09,0.0770465016390554,0.00010410069993668004
fitzgibbon,"grid:n_x_noise:samples_per_fit=1000,noise_std=0.04",50,0,0,0.0,0.0,0.0,,1.94040391364859e-09,1.9383109191052975e-09,4.7277345815658784e-11,1.8743744844816618e-09,2.00968251852191e-09,6.6677038526676505e-09,0.03853324070869338,0.0001329551999515388
halir_flusser,"grid:n_x_noise:samples_per_fit=1000,noise_std=0.04",50,0,0,0.0,0.0,0.0,,1.940403913648595e-09,1.9383109191052967e-09,4.727734581565531e-11,1.874374484481668e-09,2.0096825185219057e-09,6.667703852667719e-09,0.03853324070869348,0.00010557845991570502
heydemann,"grid:n_x_noise:samples_per_fit=1000,noise_std=0.04",50,0,0,0.0,0.0,0.0,,1.9332950385378877e-09,1.9274617394895905e-09,4.7644248958416383e-11,1.8659944848936743e-09,2.004018617333207e-09,6.656048324533433e-09,0.03839207010298498,4.972963999534841e-05
kasa,"grid:n_x_noise:samples_per_fit=1000,noise_std=0.04",50,0,0,0.0,0.0,0.0,,4.0797035296373575e-09,4.071656863151115e-09,5.20898066387353e-11,4.003051585132972e-09,4.157277994497525e-09,1.1296864487537811e-08,0.08101622400463382,4.074544003742631e-05
koning_wimmer_witkovsky,"grid:n_x_noise:samples_per_fit=1000,noise_std=0.04",50,0,0,0.0,0.0,0.0,1.0,1.964343083030736e-09,1.9609359813545905e-09,4.9966489900744995e-11,1.8967487920886495e-09,2.037363444314742e-09,6.745208754952738e-09,0.039008633367757804,0.029805918660003955
raw_atan2,"grid:n_x_noise:samples_per_fit=1000,noise_std=0.04",50,0,0,0.0,0.0,0.0,,4.183549894772722e-09,4.1762012436423735e-09,5.18310588110398e-11,4.106688478726356e-09,4.274097660711155e-09,1.153537690398837e-08,0.08307844257486938,1.1420839891798096e-05
taubin,"grid:n_x_noise:samples_per_fit=1000,noise_std=0.04",50,0,0,0.0,0.0,0.0,,4.079844603175136e-09,4.071709505112218e-09,5.20785316524681e-11,4.003186895867997e-09,4.157455659088476e-09,1.1297773541746203e-08,0.08101902549382409,0.00011429988000600134
fitzgibbon,"grid:n_x_noise:samples_per_fit=1000,noise_std=0.05",50,0,0,0.0,0.0,0.0,,2.4317124733953073e-09,2.423884493473044e-09,5.640592009992154e-11,2.344873429023031e-09,2.5085689924475253e-09,8.349689940054864e-09,0.04828982327472416,0.0001381516800393001
halir_flusser,"grid:n_x_noise:samples_per_fit=1000,noise_std=0.05",50,0,0,0.0,0.0,0.0,,2.431712473395306e-09,2.4238844934730332e-09,5.640592009991979e-11,2.344873429023034e-09,2.5085689924475232e-09,8.349689940054849e-09,0.04828982327472414,0.00010319398006686242
heydemann,"grid:n_x_noise:samples_per_fit=1000,noise_std=0.05",50,0,0,0.0,0.0,0.0,,2.4247978712507082e-09,2.4173472904789134e-09,5.677947291250969e-11,2.3412267051527425e-09,2.5024552675941484e-09,8.341456225387829e-09,0.04815251061163965,5.123590004586731e-05
kasa,"grid:n_x_noise:samples_per_fit=1000,noise_std=0.05",50,0,0,0.0,0.0,0.0,,4.3423169987015335e-09,4.333005557163617e-09,6.257707167654777e-11,4.247758424754688e-09,4.444991435240778e-09,1.269480912107278e-08,0.08623129698279908,4.034499996123486e-05
koning_wimmer_witkovsky,"grid:n_x_noise:samples_per_fit=1000,noise_std=0.05",50,0,0,0.0,0.0,0.0,1.0,2.475165523590612e-09,2.470848133401858e-09,5.9285043759064e-11,2.3950268862416686e-09,2.569051961697096e-09,8.469605006799558e-09,0.04915272961650443,0.031698176659992895
raw_atan2,"grid:n_x_noise:samples_per_fit=1000,noise_std=0.05",50,0,0,0.0,0.0,0.0,,4.442157487130701e-09,4.438339795116929e-09,6.411683186966832e-11,4.344661594759316e-09,4.5455968202963424e-09,1.278021847414828e-08,0.08821396540871496,1.1869240006490145e-05
taubin,"grid:n_x_noise:samples_per_fit=1000,noise_std=0.05",50,0,0,0.0,0.0,0.0,,4.342495376490978e-09,4.333168552512187e-09,6.261598474518849e-11,4.248086196837111e-09,4.4452551515303095e-09,1.2695450184640783e-08,0.08623483927327243,0.00010926154001936084
fitzgibbon,"grid:n_x_noise:samples_per_fit=1000,noise_std=0.06",50,0,0,0.0,0.0,0.0,,2.9097060674499907e-09,2.910861909612059e-09,6.166531246268271e-11,2.8171741150946674e-09,3.0043635547381605e-09,9.982403116123008e-09,0.05778199245010454,0.00016690114000084578
halir_flusser,"grid:n_x_noise:samples_per_fit=1000,noise_std=0.06",50,0,0,0.0,0.0,0.0,,2.909706067449992e-09,2.910861909612059e-09,6.16653124626853e-11,2.8171741150946707e-09,3.0043635547381423e-09,9.982403116122978e-09,0.05778199245010456,0.00010003801995480898
heydemann,"grid:n_x_noise:samples_per_fit=1000,noise_std=0.06",50,0,0,0.0,0.0,0.0,,2.898602532140015e-09,2.9041673314691e-09,6.148874543015339e-11,2.8050942633475423e-09,2.994491056886474e-09,9.966413367544034e-09,0.05756149444151608,5.1151499937986956e-05
kasa,"grid:n_x_noise:samples_per_fit=1000,noise_std=0.06",50,0,0,0.0,0.0,0.0,,4.6077653932403945e-09,4.610342476524474e-09,6.94061029029122e-11,4.488652509535041e-09,4.712822588752108e-09,1.4011128670446164e-08,0.09150266693343431,4.041515996505041e-05
koning_wimmer_witkovsky,"grid:n_x_noise:samples_per_fit=1000,noise_std=0.06",50,0,0,0.0,0.0,0.0,1.0,2.9835619576145857e-09,2.9810531816299377e-09,6.846566301601438e-11,2.8884352788594487e-09,3.112381388985202e-09,1.0128114250075193e-08,0.05924864935254087,0.03585770910000065
raw_atan2,"grid:n_x_noise:samples_per_fit=1000,noise_std=0.06",50,0,0,0.0,0.0,0.0,,4.699991766203722e-09,4.7023354098373305e-09,7.005871637440969e-11,4.582145737330941e-09,4.810024830473625e-09,1.4113906768929096e-08,0.09333413150845846,1.2868419980804902e-05
taubin,"grid:n_x_noise:samples_per_fit=1000,noise_std=0.06",50,0,0,0.0,0.0,0.0,,4.608135338788597e-09,4.610364781751218e-09,6.941546322026146e-11,4.489520655773078e-09,4.712840829995639e-09,1.4012090200758532e-08,0.09151001344554847,0.00010161088001041207
fitzgibbon,"grid:n_x_noise:samples_per_fit=1000,noise_std=0.08",50,0,0,0.0,0.0,0.0,,3.888376018058135e-09,3.902888052488373e-09,9.326129293247323e-11,3.725150550043365e-09,4.048923769924903e-09,1.3736933564415985e-08,0.07721677327892648,0.0001311052800156176
halir_flusser,"grid:n_x_noise:samples_per_fit=1000,noise_std=0.08",50,0,0,0.0,0.0,0.0,,3.888376018058141e-09,3.902888052488391e-09,9.326129293247629e-11,3.7251505500433714e-09,4.0489237699249215e-09,1.3736933564415958e-08,0.07721677327892658,0.00010309682005754439
heydemann,"grid:n_x_noise:samples_per_fit=1000,noise_std=0.08",50,0,0,0.0,0.0,0.0,,3.874269747747245e-09,3.8819611714478615e-09,9.201400788418873e-11,3.7122772446764296e-09,4.031243995189394e-09,1.3703020676408205e-08,0.07693664587577705,5.445803995826281e-05
kasa,"grid:n_x_noise:samples_per_fit=1000,noise_std=0.08",50,0,0,0.0,0.0,0.0,,5.285111106597036e-09,5.271074252226699e-09,1.0868990777895378e-10,5.122434642304507e-09,5.483160273298585e-09,1.728834726095971e-08,0.10495364238869197,4.677469993112027e-05
koning_wimmer_witkovsky,"grid:n_x_noise:samples_per_fit=1000,noise_std=0.08",50,0,0,0.0,0.0,0.0,1.0,4.084678881124179e-09,4.082273185420049e-09,1.1362845199305114e-10,3.9228936069384015e-09,4.254326716202296e-09,1.436881502015145e-08,0.08111502632878062,0.04033316933993774
raw_atan2,"grid:n_x_noise:samples_per_fit=1000,noise_std=0.08",50,0,0,0.0,0.0,0.0,,5.360457760717906e-09,5.346031968624413e-09,1.0972568916645035e-10,5.195557276963939e-09,5.554778660524293e-09,1.734667811904223e-08,0.10644990341940436,1.1710600083461032e-05
taubin,"grid:n_x_noise:samples_per_fit=1000,noise_std=0.08",50,0,0,0.0,0.0,0.0,,5.285754891699512e-09,5.271199313153641e-09,1.0891629117961121e-10,5.1225395543204175e-09,5.485054568691726e-09,1.7290177805446834e-08,0.10496642690543301,0.00010020599997005775
fitzgibbon,"grid:n_x_noise:samples_per_fit=1000,noise_std=0.1",50,0,0,0.0,0.0,0.0,,4.881448243767243e-09,4.872067534398976e-09,1.1901030214246657e-10,4.7284604681933336e-09,5.066546403406104e-09,1.719679225233633e-08,0.09693755968077095,0.00012919838005473138
halir_flusser,"grid:n_x_noise:samples_per_fit=1000,noise_std=0.1",50,0,0,0.0,0.0,0.0,,4.881448243767239e-09,4.8720675343989805e-09,1.1901030214246598e-10,4.728460468193343e-09,5.066546403406146e-09,1.7196792252336265e-08,0.09693755968077092,0.00010749240007498884
heydemann,"grid:n_x_noise:samples_per_fit=1000,noise_std=0.1",50,0,0,0.0,0.0,0.0,,4.860518648047935e-09,4.859677479605928e-09,1.1312303854384229e-10,4.714596702350875e-09,5.047605830003209e-09,1.710416078736835e-08,0.09652193222088233,5.5152740023913794e-05
kasa,"grid:n_x_noise:samples_per_fit=1000,noise_std=0.1",50,0,0,0.0,0.0,0.0,,6.024290864962841e-09,5.994915539244415e-09,1.4030863864742205e-10,5.824157431930805e-09,6.244577823626509e-09,2.044471738709896e-08,0.1196325406097052,4.360537994216429e-05
koning_wimmer_witkovsky,"grid:n_x_noise:samples_per_fit=1000,noise_std=0.1",50,0,0,0.0,0.0,0.0,1.0,5.3070660361166845e-09,5.275945032410058e-09,1.5107011760709413e-10,5.092064392804586e-09,5.556913796036849e-09,1.8189627583406055e-08,0.10538963129696635,0.04803218404005747
raw_atan2,"grid:n_x_noise:samples_per_fit=1000,noise_std=0.1",50,0,0,0.0,0.0,0.0,,6.095749949026327e-09,6.07232434178379e-09,1.447136851184446e-10,5.888850428316653e-09,6.315533932759393e-09,2.055716136754465e-08,0.1210516008721964,1.3251180007500807e-05
taubin,"grid:n_x_noise:samples_per_fit=1000,noise_std=0.1",50,0,0,0.0,0.0,0.0,,6.025845871925881e-09,5.996112813777717e-09,1.406666781571855e-10,5.828357281406486e-09,6.246344686794971e-09,2.045066198452052e-08,0.1196634204987783,0.0001056360600341577
fitzgibbon,"grid:n_x_noise:samples_per_fit=20,noise_std=0.0",50,0,0,0.0,0.0,0.0,,1.8983433161588275e-11,1.8665659886382524e-11,3.834646027967926e-12,1.3142916296784477e-11,2.5247378732317493e-11,4.1982501860949876e-11,0.0003769798619491693,0.00016835741995237187
halir_flusser,"grid:n_x_noise:samples_per_fit=20,noise_std=0.0",50,0,0,0.0,0.0,0.0,,1.8983433161616348e-11,1.8665659886474754e-11,3.834646027977772e-12,1.3142916296733762e-11,2.5247378732343003e-11,4.198250186102188e-11,0.0003769798619497268,7.866484005717212e-05
heydemann,"grid:n_x_noise:samples_per_fit=20,noise_std=0.0",50,0,0,0.0,0.0,0.0,,1.6495047062701187e-11,1.5881730029067874e-11,3.120945233136148e-12,1.2181565422831913e-11,2.1403540125834595e-11,3.649366327315365e-11,0.0003275645933805306,3.36832399625564e-05
kasa,"grid:n_x_noise:samples_per_fit=20,noise_std=0.0",50,0,0,0.0,0.0,0.0,,3.607676989024752e-09,3.6074002688573008e-09,3.8612503831729925e-12,3.6023756236697566e-09,3.6137464565758596e-09,6.124605916384905e-09,0.07164255072847729,2.4913060060498536e-05
koning_wimmer_witkovsky,"grid:n_x_noise:samples_per_fit=20,noise_std=0.0",50,0,0,0.0,0.0,0.0,1.0,1.8962833913652596e-11,1.8872464074278766e-11,3.821083617606855e-12,1.3002169383783013e-11,2.5222164466438872e-11,4.1875965158225426e-11,0.00037657079465470533,0.00015017943995189852
raw_atan2,"grid:n_x_noise:samples_per_fit=20,noise_std=0.0",50,0,0,0.0,0.0,0.0,,3.7274079824771865e-09,3.7273636818197855e-09,3.725462753160194e-12,3.7223784294769807e-09,3.7332587685715655e-09,6.567621692922687e-09,0.07402021197649988,2.9399399863905275e-06
taubin,"grid:n_x_noise:samples_per_fit=20,noise_std=0.0",50,0,0,0.0,0.0,0.0,,3.6076772838320755e-09,3.6074004068165517e-09,3.861253480093694e-12,3.6023758544463738e-09,3.6137465667879676e-09,6.12466416886464e-09,0.07164255658286743,8.497458007695968e-05
fitzgibbon,"grid:n_x_noise:samples_per_fit=20,noise_std=0.005",50,0,0,0.0,0.0,0.0,,2.7580940117309934e-10,2.7279916388233437e-10,4.31001517405547e-11,2.1109241804538167e-10,3.429161965461449e-10,5.786469866118417e-10,0.005477122556993737,0.00010922459996436374
halir_flusser,"grid:n_x_noise:samples_per_fit=20,noise_std=0.005",50,0,0,0.0,0.0,0.0,,2.758094011731106e-10,2.727991638822759e-10,4.310015174055004e-11,2.1109241804538105e-10,3.429161965461718e-10,5.786469866119353e-10,0.005477122556993959,7.238011992740212e-05
heydemann,"grid:n_x_noise:samples_per_fit=20,noise_std=0.005",50,0,0,0.0,0.0,0.0,,2.3999189292049553e-10,2.3837217626549064e-10,3.259078107289006e-11,1.8404957058131128e-10,2.9578797100664414e-10,5.114983898187467e-10,0.004765845560809969,3.675780004414264e-05
kasa,"grid:n_x_noise:samples_per_fit=20,noise_std=0.005",50,0,0,0.0,0.0,0.0,,3.6190410463292866e-09,3.611041530974947e-09,5.319010752064173e-11,3.5263293766892306e-09,3.697146507726011e-09,6.283965581095834e-09,0.0718682222767889,2.0872799959761325e-05
koning_wimmer_witkovsky,"grid:n_x_noise:samples_per_fit=20,noise_std=0.005",50,0,0,0.0,0.0,0.0,1.0,2.7496299708839153e-10,2.6989349136675127e-10,4.3011822295217685e-11,2.1050001635870522e-10,3.436314722001889e-10,5.771817716331541e-10,0.00546031435943061,0.00016236420002314845
raw_atan2,"grid:n_x_noise:samples_per_fit=20,noise_std=0.005",50,0,0,0.0,0.0,0.0,,3.736656797953281e-09,3.733515198776365e-09,5.23050798851158e-11,3.643528145209242e-09,3.81205609562348e-09,6.628260540082522e-09,0.07420387828973697,2.9617200198117644e-06
taubin,"grid:n_x_noise:samples_per_fit=20,noise_std=0.005",50,0,0,0.0,0.0,0.0,,3.6191077357151546e-09,3.611230433047105e-09,5.3183780133158464e-11,3.5264990407566056e-09,3.697202627426478e-09,6.285085903981542e-09,0.07186954661866447,8.717762009837316e-05
fitzgibbon,"grid:n_x_noise:samples_per_fit=20,noise_std=0.01",50,0,0,0.0,0.0,0.0,,5.408042967955702e-10,5.391541158608572e-10,9.63977472315088e-11,3.8717993981871235e-10,7.026802637514107e-10,1.1715147453132355e-09,0.010739486762596444,0.00010722145994805032
halir_flusser,"grid:n_x_noise:samples_per_fit=20,noise_std=0.01",50,0,0,0.0,0.0,0.0,,5.408042967955663e-10,5.391541158608756e-10,9.639774723151814e-11,3.871799398187378e-10,7.026802637513573e-10,1.171514745313217e-09,0.01073948676259637,7.821596002031583e-05
heydemann,"grid:n_x_noise:samples_per_fit=20,noise_std=0.01",50,0,0,0.0,0.0,0.0,,4.503876787662747e-10,4.529369170077741e-10,7.550798677925659e-11,3.2446007551519653e-10,5.710528032516446e-10,9.698947130827335e-10,0.008943960953726224,3.3879519996844465e-05
kasa,"grid:n_x_noise:samples_per_fit=20,noise_std=0.01",50,0,0,0.0,0.0,0.0,,3.6471845266178023e-09,3.641257316177207e-09,9.753101381234276e-11,3.4929850589639094e-09,3.793856522635594e-09,6.4659240703276025e-09,0.07242710565808379,2.1323179953469663e-05
koning_wimmer_witkovsky,"grid:n_x_noise:samples_per_fit=20,noise_std=0.01",50,0,0,0.0,0.0,0.0,1.0,5.423819446247493e-10,5.451030980467783e-10,9.561305920247383e-11,3.9235489600962076e-10,7.025838640879732e-10,1.1766042784612855e-09,0.010770816262154606,0.00018809857992891922
raw_atan2,"grid:n_x_noise:samples_per_fit=20,noise_std=0.01",50,0,0,0.0,0.0,0.0,,3.762756832790408e-09,3.7648060117396164e-09,9.79239984008726e-11,3.5980745615186066e-09,3.905626381764487e-09,6.768372408951709e-09,0.07472218219430557,2.9797599927405825e-06
taubin,"grid:n_x_noise:samples_per_fit=20,noise_std=0.01",50,0,0,0.0,0.0,0.0,,3.6474444801787207e-09,3.641474895901326e-09,9.750343324799165e-11,3.493322186974748e-09,3.794102449796968e-09,6.468878462466701e-09,0.07243226790964673,9.408668003743514e-05
fitzgibbon,"grid:n_x_noise:samples_per_fit=20,noise_std=0.02",50,0,0,0.0,0.0,0.0,,1.1064875188295325e-09,1.1162852982044045e-09,1.89314014895819e-10,8.177321529530719e-10,1.4697429616969737e-09,2.355945510797161e-09,0.021973028194966226,0.00011594559995501186
halir_flusser,"grid:n_x_noise:samples_per_fit=20,noise_std=0.02",50,0,0,0.0,0.0,0.0,,1.106487518829514e-09,1.1162852982044132e-09,1.893140148957789e-10,8.177321529530806e-10,1.469742961696785e-09,2.355945510797109e-09,0.02197302819496586,7.372241991106421e-05
heydemann,"grid:n_x_noise:samples_per_fit=20,noise_std=0.02",50,0,0,0.0,0.0,0.0,,9.344934537087203e-10,9.280611735568528e-10,1.4220814258729171e-10,7.317547403769535e-10,1.1445901865463138e-09,1.984015075644206e-09,0.0185575080214859,3.590438005630858e-05
kasa,"grid:n_x_noise:samples_per_fit=20,noise_std=0.02",50,0,0,0.0,0.0,0.0,,3.742165229858042e-09,3.777292701799791e-09,2.2811577677677683e-10,3.372815119812238e-09,4.071193850219124e-09,7.0501982947673206e-09,0.07431326671707451,2.0337260048108873e-05
koning_wimmer_witkovsky,"grid:n_x_noise:samples_per_fit=20,noise_std=0.02",50,0,0,0.0,0.0,0.0,1.0,1.0993700467385388e-09,1.096960572825523e-09,1.8684856177771311e-10,8.031485175494406e-10,1.4626058416435724e-09,2.335915194355472e-09,0.021831686867322765,0.00018955373991047964
raw_atan2,"grid:n_x_noise:samples_per_fit=20,noise_std=0.02",50,0,0,0.0,0.0,0.0,,3.840506740267015e-09,3.8429038215496704e-09,2.1836497955475756e-10,3.469533263257274e-09,4.183287629406723e-09,7.2240368349528915e-09,0.07626616789687066,3.01864014545572e-06
taubin,"grid:n_x_noise:samples_per_fit=20,noise_std=0.02",50,0,0,0.0,0.0,0.0,,3.743538851501699e-09,3.7788767616962246e-09,2.2801420508519168e-10,3.374129519997122e-09,4.072293121318569e-09,7.057040827248004e-09,0.07434054459106011,8.037187995796558e-05
fitzgibbon,"grid:n_x_noise:samples_per_fit=20,noise_std=0.03",50,0,0,0.0,0.0,0.0,,1.6080737900299683e-09,1.589285005424663e-09,3.5323397059511787e-10,1.162281204352076e-09,2.214590124810442e-09,3.5850741559499627e-09,0.031933709261621,0.0001085736000277393
halir_flusser,"grid:n_x_noise:samples_per_fit=20,noise_std=0.03",50,0,0,0.0,0.0,0.0,,1.6080737900299745e-09,1.5892850054246594e-09,3.532339705951494e-10,1.1622812043520737e-09,2.2145901248104358e-09,3.58507415594997e-09,0.03193370926162113,8.430979994955123e-05
heydemann,"grid:n_x_noise:samples_per_fit=20,noise_std=0.03",50,0,0,0.0,0.0,0.0,,1.3684552524061745e-09,1.3216991763398327e-09,2.695237369241479e-10,1.0283310147786773e-09,1.7661093145106476e-09,2.9848753672154387e-09,0.0271752779249406,3.402560005270061e-05
kasa,"grid:n_x_noise:samples_per_fit=20,noise_std=0.03",50,0,0,0.0,0.0,0.0,,3.90757049875528e-09,3.918559483169605e-09,3.277438261978153e-10,3.2964204482949845e-09,4.40480146513865e-09,7.65955680840014e-09,0.07759794419894937,2.357163994020084e-05
koning_wimmer_witkovsky,"grid:n_x_noise:samples_per_fit=20,noise_std=0.03",50,0,0,0.0,0.0,0.0,1.0,1.6222206611913935e-09,1.6113708083773281e-09,3.5685571623334075e-10,1.1932023115132026e-09,2.219849680909502e-09,3.6220190073305966e-09,0.03221464293110277,0.00020889597997665986
raw_atan2,"grid:n_x_noise:samples_per_fit=20,noise_std=0.03",50,0,0,0.0,0.0,0.0,,3.9578177763745235e-09,3.947485229075565e-09,3.354034030505943e-10,3.3470550893797056e-09,4.46604335738279e-09,7.617496213230472e-09,0.07859577275919909,2.939140067610424e-06
taubin,"grid:n_x_noise:samples_per_fit=20,noise_std=0.03",50,0,0,0.0,0.0,0.0,,3.910749555162743e-09,3.922991935836082e-09,3.278994350160002e-10,3.2986037083220488e-09,4.405854322684146e-09,7.669699166443225e-09,0.07766107504759057,8.69281000632327e-05
fitzgibbon,"grid:n_x_noise:samples_per_fit=20,noise_std=0.04",50,0,0,0.0,0.0,0.0,,2.141706549792217e-09,2.1524009173457905e-09,3.841966568749639e-10,1.4934164799103678e-09,2.814227256535105e-09,4.844918986071445e-09,0.042530781055451154,0.00011409317994548474
halir_flusser,"grid:n_x_noise:samples_per_fit=20,noise_std=0.04",50,0,0,0.0,0.0,0.0,,2.141706549792212e-09,2.1524009173458633e-09,3.8419665687498887e-10,1.4934164799103e-09,2.814227256534994e-09,4.844918986071485e-09,0.04253078105545106,7.705010006247903e-05
heydemann,"grid:n_x_noise:samples_per_fit=20,noise_std=0.04",50,0,0,0.0,0.0,0.0,,1.8513353092547429e-09,1.806820821152737e-09,3.1687737644987343e-10,1.3375728316068674e-09,2.4035536858595873e-09,4.2107782436502465e-09,0.036764484240746444,3.333471995574655e-05
kasa,"grid:n_x_noise:samples_per_fit=20,noise_std=0.04",50,0,0,0.0,0.0,0.0,,4.0739046566837194e-09,4.0966471871665495e-09,3.901114647175805e-10,3.455103313705785e-09,4.6571780473631604e-09,8.026767098461259e-09,0.0809010678942024,2.0370659894979328e-05
koning_wimmer_witkovsky,"grid:n_x_noise:samples_per_fit=20,noise_std=0.04",50,0,0,0.0,0.0,0.0,1.0,2.1491850045816977e-09,2.0944518769715363e-09,3.902826054239241e-10,1.5261778476569796e-09,2.8203392117153672e-09,4.7941312944620385e-09,0.04267929090770676,0.00022438742005761013
raw_atan2,"grid:n_x_noise:samples_per_fit=20,noise_std=0.04",50,0,0,0.0,0.0,0.0,,4.129045361283589e-09,4.076298762547008e-09,3.9700332185233287e-10,3.535387016471879e-09,4.748994383838434e-09,8.17251276045438e-09,0.08199607189220949,2.9512600121961443e-06
taubin,"grid:n_x_noise:samples_per_fit=20,noise_std=0.04",50,0,0,0.0,0.0,0.0,,4.079047664823496e-09,4.106121671582001e-09,3.912788393126294e-10,3.457337168065327e-09,4.660934386637266e-09,8.043382817510548e-09,0.08100319960462767,8.408329998928821e-05
fitzgibbon,"grid:n_x_noise:samples_per_fit=20,noise_std=0.05",50,0,0,0.0,0.0,0.0,,2.6836092342233275e-09,2.652648613417171e-09,5.148031786813483e-10,1.9417298399050142e-09,3.6454339468048547e-09,5.719823844962071e-09,0.05329207999583904,0.0001047643400306697
halir_flusser,"grid:n_x_noise:samples_per_fit=20,noise_std=0.05",50,0,0,0.0,0.0,0.0,,2.6836092342232935e-09,2.6526486134171718e-09,5.148031786813069e-10,1.941729839905128e-09,3.645433946804612e-09,5.719823844961984e-09,0.05329207999583836,7.84813200152712e-05
heydemann,"grid:n_x_noise:samples_per_fit=20,noise_std=0.05",50,0,0,0.0,0.0,0.0,,2.2800064220085087e-09,2.2224552088541792e-09,3.5903607072888416e-10,1.755520174485784e-09,2.9326650302921167e-09,4.96682330605774e-09,0.045277189794686985,3.3598639911360804e-05
kasa,"grid:n_x_noise:samples_per_fit=20,noise_std=0.05",50,0,0,0.0,0.0,0.0,,4.266896060212307e-09,4.176160935267498e-09,5.651253785465814e-10,3.463751986234539e-09,5.166548733389655e-09,8.528985569988106e-09,0.08473356078630982,2.59990199447202e-05
koning_wimmer_witkovsky,"grid:n_x_noise:samples_per_fit=20,noise_std=0.05",50,0,0,0.0,0.0,0.0,1.0,2.6992959690467658e-09,2.665733668245118e-09,5.404719270454612e-10,2.055776640540975e-09,3.804002307059939e-09,5.7833818422098865e-09,0.05360359283326081,0.00022548507995452384
raw_atan2,"grid:n_x_noise:samples_per_fit=20,noise_std=0.05",50,0,0,0.0,0.0,0.0,,4.315524572532115e-09,4.255508781685555e-09,5.251590120899696e-10,3.622102393839473e-09,5.1508676775608326e-09,8.579854770129553e-09,0.08569924332144833,3.350379956827965e-06
taubin,"grid:n_x_noise:samples_per_fit=20,noise_std=0.05",50,0,0,0.0,0.0,0.0,,4.275697082163642e-09,4.181101247648816e-09,5.682096057852467e-10,3.465137124547794e-09,5.182173333349891e-09,8.550515636582945e-09,0.08490833465423901,8.15477000651299e-05
